Stufe;Kategorie;EntityType;Name;Lateinischer Name/Typ;Parent/Überbegriff;Region-Tags;Band-Refs;Priorität (1–5);Datasheet-Status;Has_Illu;Illu-PlH;Has_QR;QR-PlH;CITES/Regulatory;Notizen;CITES;Cross-Refs;Chemische Gruppe;Regulatorik;Mix_Typ;SensorikProfil;PhysikalischeForm;Has_Variants;Ingredient_List;Ingredient_Unit;Total_Weight;Preparation_Notes;Variant_Refs;Cost_Estimate;Yield_Info;Rezept_Version;Source_Type;Author_Note;Illu_Path;ID_Neu;Rezept_ID
1;Gewürze;Stoff;Kreuzkümmel;Cuminum cyminum;;"Westasien; Mittelmeer";B9;5;Todo;0;;0;;;Ras el Hanout, Currys;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/kreuzkuemmel.png;GE_000032;
1;Gewürze;Stoff;Kubeben-Zitronenmix (Mahlung);Piper cubeba + Citrus;Kubebenpfeffer;Indonesien;B4/B27;2;Todo;0;;0;;lebensmittelstandard;zitrus-kampfer;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/kubeben-zitronenmix-mahlung.png;GE_000033;
1;Gewürze;Stoff;Kubebenpfeffer;Piper cubeba;;Indonesien;B4;3;Todo;0;;0;;;kampferig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/kubebenpfeffer.png;GE_000034;
1;Gewürze;Stoff;Kümmel (Echter);Carum carvi;;"Europa; Westasien";B12;4;Todo;0;;0;;;Brotgewürz;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/kuemmel-echter.png;GE_000035;
1;Gewürze;Stoff;Kurkuma;Curcuma longa;;"Indien; SE-Asien";B7;5;Todo;0;;0;;;Curcumin;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/kurkuma.png;GE_000036;
1;Gewürze;Stoff;Langer Pfeffer;Piper longum;;"Indien; SE-Asien";B4;4;Todo;0;;0;;;Ayurveda;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/langer-pfeffer.png;GE_000037;
1;Gewürze;Stoff;Liebstöckel-Samen;Levisticum officinale (Semen);;Europa;B12;2;Todo;0;;0;;lebensmittelstandard;sellerieartig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/liebstoeckel-samen.png;GE_000038;
1;Gewürze;Stoff;Mahlab/Mahlep;Prunus mahaleb (Kern);;"Nahost; Balkan";B12;2;Todo;0;;0;;;mandelig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/mahlab-mahlep.png;GE_000039;
1;Gewürze;Stoff;Meerrettich/Kren;Armoracia rusticana;;Mitteleuropa;B8;3;Todo;0;;0;;;Isothiocyanate;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/meerrettich-kren.png;GE_000040;
1;Gewürze;Stoff;Mohnsamen (blau);Papaver somniferum (Semen);;"Europa; Asien";B12;3;Todo;0;;0;;Lebensmittelrecht je Land;nussig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/mohnsamen-blau.png;GE_000041;
1;Gewürze;Stoff;Muskatblüte (Macis);Myristica fragrans (Macis);;"Molukken; Karibik";B9;3;Todo;0;;0;;;feiner, blumiger;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/muskatbluete-macis.png;GE_000042;
1;Gewürze;Stoff;Muskatnuss;Myristica fragrans (Nux);;"Molukken; Karibik";B9;4;Todo;0;;0;;;wärmend;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/muskatnuss.png;GE_000043;
1;Gewürze;Stoff;Nelken;Syzygium aromaticum;;Indonesien (Molukken);B5;5;Todo;0;;0;;;Eugenol;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/nelken.png;GE_000044;
1;Gewürze;Stoff;Nigella/Schwarzkümmel;Nigella sativa;;"Westasien; Indien";B12;4;Todo;0;;0;;;nussig, zwiebelig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/nigella-schwarzkuemmel.png;GE_000045;
1;Gewürze;Stoff;Panch Phoron (Komponenten);"Fenchel; Kreuzkümmel; Schwarzkümmel; Senf; Bockshornklee";;Bengalen;B9/B12;2;Todo;0;;0;;;für Blend;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/panch-phoron-komponenten.png;GE_000046;
1;Gewürze;Stoff;Paprika geräuchert;Capsicum annuum (pimentón);;Spanien;B6/B9;4;Todo;0;;0;;;rauchig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/paprika-geraeuchert.png;GE_000047;
1;Gewürze;Stoff;Paprika süß;Capsicum annuum (dulce);;Amerika → global;B6/B9;4;Todo;0;;0;;;mild, rot;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/paprika-suess.png;GE_000048;
1;Gewürze;Stoff;Paradewürze (Selim + Gewürze);Xylopia aethiopica + Mix;Grains of Selim;Westafrika;B9/B27;2;Todo;0;;0;;lebensmittelstandard;rauchig, pfeffrig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/paradewuerze-selim-gewuerze.png;GE_000049;
1;Gewürze;Stoff;Paradieskörner;Aframomum melegueta;;Westafrika;B4;3;Todo;0;;0;;;muskatig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/paradieskoerner.png;GE_000050;
1;Gewürze;Stoff;Pfeffer (Lampong);Piper nigrum (GI);Schwarzer Pfeffer;Indonesien (Sumatra);B4;3;Todo;0;;0;;lebensmittelstandard;frisch, zitronig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfeffer-lampong.png;GE_000051;
1;Gewürze;Stoff;Pfeffer (Sarawak);Piper nigrum (GI);Schwarzer Pfeffer;Malaysia (Borneo);B4;3;Todo;0;;0;;lebensmittelstandard;hell-würzig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfeffer-sarawak.png;GE_000052;
1;Gewürze;Stoff;Pfefferkubeben (tail pepper);Piper cubeba;;Indonesien;B4;3;Todo;0;;0;;lebensmittelstandard;kampferig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pfefferkubeben-tail-pepper.png;GE_000053;
1;Gewürze;Stoff;Piment/Allspice;Pimenta dioica;;Karibik;B9;4;Todo;0;;0;;;Nelken-Zimt-Muskat;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/piment-allspice.png;GE_000054;
1;Gewürze;Stoff;Pimentón (Dulce);Capsicum annuum (pimentón dulce);Paprika süß;Spanien (Extremadura);B6/B9;3;Todo;0;;0;;lebensmittelstandard;süß-rauchig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pimenton-dulce.png;GE_000055;
1;Gewürze;Stoff;Pimentón (Picante);Capsicum annuum (pimentón picante);Paprika scharf;Spanien (Extremadura);B6/B9;3;Todo;0;;0;;lebensmittelstandard;scharf-rauchig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pimenton-picante.png;GE_000056;
1;Gewürze;Stoff;Pimentón de la Vera;Capsicum annuum (DO);Paprika geräuchert;Spanien (Extremadura);B6/B9;3;Todo;0;;0;;;g.U.;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pimenton-de-la-vera.png;GE_000057;
1;Gewürze;Stoff;Pippali-Blend (Ayurveda);Piper longum + Gewürze;Langer Pfeffer;Indien;B4/B27;2;Todo;0;;0;;lebensmittelstandard;wärmend-tonisch;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/pippali-blend-ayurveda.png;GE_000058;
1;Gewürze;Stoff;Ras el Hanout-Komponentenmix;div. Gewürze;;Maghreb;B9/B27;2;Todo;0;;0;;;für Blend;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/ras-el-hanout-komponentenmix.png;GE_000059;
1;Gewürze;Stoff;Rosa Pfeffer (Schinus);Schinus terebinthifolius;;Südamerika;B4;3;Todo;0;;0;;;fruchtig, dekorativ;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/rosa-pfeffer-schinus.png;GE_000060;
1;Gewürze;Stoff;Roter Pfeffer (Piper);Piper nigrum (vollreif);;"Indien; Tropen";B4;3;Todo;0;;0;;;selten, süßlich;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/roter-pfeffer-piper.png;GE_000061;
1;Gewürze;Stoff;Safran (Khorasan);Crocus sativus;Safran;Iran;B6;4;Todo;0;;0;;;hochwertig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-khorasan.png;GE_000062;
1;Gewürze;Stoff;Safran (La Mancha);Crocus sativus (DOP);Safran;Spanien;B6;4;Todo;0;;0;;;DOP;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/safran-la-mancha.png;GE_000063;
1;Gewürze;Stoff;Schwarzer Pfeffer;Piper nigrum;;"Indien; Tropen";B4;5;Todo;0;;0;;;Kerngewürz;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/schwarzer-pfeffer.png;GE_000064;
1;Gewürze;Stoff;Senfsaat (Braun);Brassica juncea;;"Indien; China";B9;3;Todo;0;;0;;;scharf;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/senfsaat-braun.png;GE_000065;
1;Gewürze;Stoff;Senfsaat (Gelb);Sinapis alba;;"Europa; global";B9;3;Todo;0;;0;;;mild-scharf;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/senfsaat-gelb.png;GE_000066;
1;Gewürze;Stoff;Senfsaat (Schwarz);Brassica nigra;;"Mittelmeer; Westasien";B9;3;Todo;0;;0;;;sehr scharf;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/senfsaat-schwarz.png;GE_000067;
1;Gewürze;Stoff;Sesam (schwarz);Sesamum indicum (Semen, schwarz);Sesam (weiß);Asien;B12;3;Todo;0;;0;;lebensmittelstandard;intensiver, dekorativ;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sesam-schwarz.png;GE_000068;
1;Gewürze;Stoff;Sesam (weiß);Sesamum indicum (Semen);;"Asien; Afrika";B12;4;Todo;0;;0;;lebensmittelstandard;nussig, ölreich;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sesam-weiss.png;GE_000069;
1;Gewürze;Stoff;Sternanis;Illicium verum;;"China; Vietnam";B9;4;Todo;0;;0;;;Fünf-Gewürze;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sternanis.png;GE_000070;
1;Gewürze;Stoff;Süßholz;Glycyrrhiza glabra;;"Europa; Asien";B8;3;Todo;0;;0;;;glycyrrhizin-süß;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/suessholz.png;GE_000071;
1;Gewürze;Stoff;Sumach;Rhus coriaria;;"Nahost; Mittelmeer";B9;4;Todo;0;;0;;;säuerlich;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sumach.png;GE_000072;
1;Gewürze;Stoff;Sumach (Syrischer);Rhus coriaria (syr.);Sumach;Levant;B9;3;Todo;0;;0;;lebensmittelstandard;heller, säurebetont;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sumach-syrischer.png;GE_000073;
1;Gewürze;Stoff;Sumatra-Andaliman-Mix;Zanthoxylum acanthopodium + Gewürze;;Sumatra;B4/B27;2;Todo;0;;0;;;regionaler Mix;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/sumatra-andaliman-mix.png;GE_000074;
1;Gewürze;Stoff;Szechuan (Sansho);Zanthoxylum piperitum;Szechuan-Verwandter;Japan;B4;3;Todo;0;;0;;lebensmittelstandard;kribbelnd, zitronig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/szechuan-sansho.png;GE_000075;
1;Gewürze;Stoff;Szechuan (Timut);Zanthoxylum armatum var. timur;Szechuan-Verwandter;Nepal;B4;2;Todo;0;;0;;lebensmittelstandard;zitrus-prickelnd;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/szechuan-timut.png;GE_000076;
1;Gewürze;Stoff;Szechuanpfeffer;Zanthoxylum spp.;;"China; Japan";B4;5;Todo;0;;0;;;Sanshool-Effekt;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/szechuanpfeffer.png;GE_000077;
1;Gewürze;Stoff;Tamarinde;Tamarindus indica (Pulpa);;"Afrika; Indien";B9;3;Todo;0;;0;;;säuerlich;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tamarinde.png;GE_000078;
1;Gewürze;Stoff;Tellicherry-Pfeffer;Piper nigrum (TGSEB);Schwarzer Pfeffer;Indien (Kerala);B4;4;Todo;0;;0;;;Großkorn;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tellicherry-pfeffer.png;GE_000079;
1;Gewürze;Stoff;Tonkabohne;Dipteryx odorata;;Südamerika;B9;3;Todo;0;;0;;Aromastoffe/Cumarin-Hinweise;vanille-mandel;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/tonkabohne.png;GE_000080;
1;Gewürze;Stoff;Urfa Biber;Capsicum annuum (Urfa);;Türkei;B6;3;Todo;0;;0;;;raisin-like;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/urfa-biber.png;GE_000081;
1;Gewürze;Stoff;Vanille (Bourbon);Vanilla planifolia (GI);Vanille;"Madagaskar; Réunion";B5;5;Todo;0;;0;;;Grad A–C;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/vanille-bourbon.png;GE_000082;
1;Gewürze;Stoff;Vanille (Tahiti);Vanilla tahitensis;Vanille;Tahiti;B5;3;Todo;0;;0;;;anisig, blumig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/vanille-tahiti.png;GE_000083;
1;Gewürze;Stoff;Vanille (Uganda);Vanilla planifolia (GI);Vanille;Uganda;B5;3;Todo;0;;0;;lebensmittelstandard;kräftig, kakaonote;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/vanille-uganda.png;GE_000084;
1;Gewürze;Stoff;Voatsiperifery;Piper borbonense;;Madagaskar;B4;3;Todo;0;;0;;;wild, pfeffrig-zitronig;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/voatsiperifery.png;GE_000085;
1;Gewürze;Stoff;Wasabi (echter);Eutrema japonicum;;Japan;B8;2;Todo;0;;0;;;rar;;;;;;;;0;;;;;;—;—;—;—;—;EinLexikonDerAromen-DuefteDerWelt/assets/img/stoffe/gewuerze/wasabi-echter.png;GE_000086;
